Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
266,Rondae Hollis-Jefferson,25,TOR,PF,60,6,18.7,2.6,5.5,.471,0.1,0.4,.130,2.5,5.1,.497,.476,1.8,2.4,.734,1.8,2.9,4.7,1.8,0.8,0.4,1.0,1.9,7.0,,holliro01
267,Hamidou Diallo,21,OKC,SF,46,3,19.5,2.9,6.4,.446,0.3,1.2,.281,2.5,5.2,.485,.473,0.8,1.4,.603,1.0,2.7,3.6,0.8,0.8,0.2,1.1,2.2,6.9,,diallha01
268,Harry Giles,21,SAC,C,46,17,14.5,3.0,5.5,.554,0.0,0.0,.000,3.0,5.4,.558,.554,0.8,1.1,.776,0.9,3.2,4.1,1.3,0.5,0.4,1.0,2.6,6.9,,gilesha01
269,Frank Mason III,25,MIL,PG,9,0,13.1,2.6,5.7,.451,0.7,2.3,.286,1.9,3.3,.567,.510,1.1,1.9,.588,0.6,1.6,2.1,3.2,0.6,0.1,1.2,1.2,6.9,,masonfr01
270,P.J. Tucker,34,HOU,PF,72,72,34.3,2.5,5.9,.415,1.5,4.2,.358,1.0,1.8,.551,.541,0.5,0.7,.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9,,tuckepj01
271,Brad Wanamaker,30,BOS,PG,71,1,19.3,2.3,5.1,.448,0.5,1.4,.363,1.8,3.7,.481,.499,1.8,1.9,.926,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9,,wanambr01
272,Delon Wright,27,DAL,PG,73,5,21.5,2.6,5.6,.462,0.6,1.7,.370,2.0,3.9,.504,.519,1.1,1.4,.770,1.0,2.9,3.8,3.3,1.2,0.3,1.0,1.3,6.9,,wrighde01
273,Luguentz Dort,20,OKC,SF,36,28,22.8,2.4,6.1,.394,0.8,2.8,.297,1.6,3.3,.479,.463,1.2,1.5,.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8,,dortlu01
274,JaMychal Green,29,LAC,PF,63,1,20.7,2.4,5.6,.429,1.5,3.8,.387,0.9,1.8,.518,.560,0.6,0.8,.750,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8,,greenja01
275,Denzel Valentine,26,CHI,SF,36,5,13.6,2.7,6.6,.409,1.3,3.8,.336,1.4,2.8,.510,.506,0.2,0.2,.750,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8,,valende01
276,Dragan Bender,22,2TM,C,16,3,17.9,2.6,5.8,.446,0.9,2.7,.349,1.6,3.1,.531,.527,0.6,0.9,.714,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,,bendedr01
276,Dragan Bender,22,MIL,C,7,0,13.0,1.4,3.0,.476,0.6,1.3,.444,0.9,1.7,.500,.571,0.3,0.4,.667,0.0,2.9,2.9,1.3,0.0,0.7,0.7,2.3,3.7,,bendedr01
276,Dragan Bender,22,GSW,PF,9,3,21.7,3.4,7.9,.437,1.2,3.8,.324,2.2,4.1,.541,.514,0.9,1.2,.727,1.8,4.1,5.9,2.1,0.4,0.4,1.8,2.9,9.0,,bendedr01
277,Damyean Dotson,25,NYK,SG,48,0,17.4,2.5,6.0,.414,1.2,3.4,.362,1.3,2.6,.480,.516,0.5,0.7,.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7,,dotsoda01
278,Kyle Korver,38,MIL,SF,58,1,16.6,2.2,5.1,.430,1.7,4.1,.418,0.5,1.0,.482,.599,0.6,0.7,.854,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.7,,korveky01
279,James Ennis III,29,2TM,SG,69,18,18.3,2.3,5.2,.446,0.8,2.4,.325,1.5,2.8,.553,.522,1.1,1.4,.806,1.0,2.5,3.6,0.9,0.5,0.3,0.8,2.0,6.6,,ennisja01
279,James Ennis III,29,PHI,SF,49,0,15.8,2.0,4.6,.442,0.8,2.2,.349,1.3,2.4,.525,.524,1.0,1.2,.787,1.0,2.1,3.1,0.8,0.5,0.3,0.6,1.7,5.8,,ennisja01
279,James Ennis III,29,ORL,SG,20,18,24.5,3.0,6.7,.451,0.9,3.2,.286,2.1,3.5,.600,.519,1.6,1.9,.838,1.2,3.6,4.8,1.1,0.6,0.4,1.4,2.6,8.5,,ennisja01
280,Chris Boucher,27,TOR,C,62,0,13.2,2.3,4.8,.472,0.6,1.9,.322,1.7,2.9,.569,.535,1.5,1.9,.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6,,bouchch01
281,Ersan İlyasova,32,MIL,PF,63,8,15.7,2.3,5.0,.466,0.8,2.2,.365,1.5,2.8,.545,.546,1.1,1.4,.828,1.0,3.8,4.8,0.8,0.4,0.3,0.5,1.5,6.6,,ilyaser01
282,Boban Marjanović,31,DAL,C,44,5,9.6,2.8,4.8,.573,0.1,0.4,.235,2.7,4.4,.603,.583,1.0,1.3,.754,1.5,3.0,4.5,0.5,0.2,0.2,0.7,1.3,6.6,,marjabo01
283,JaVale McGee,32,LAL,C,68,68,16.6,2.9,4.5,.637,0.0,0.1,.500,2.8,4.4,.640,.642,0.8,1.2,.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,,mcgeeja01
284,Nicolò Melli,29,NOP,C,60,8,17.4,2.3,5.4,.421,1.2,3.4,.335,1.1,2.0,.573,.528,0.9,1.2,.740,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6,,mellini01
285,Keita Bates-Diop,24,2TM,SF,44,0,16.9,2.3,5.3,.427,0.8,2.3,.330,1.5,3.0,.504,.500,1.2,1.7,.720,0.6,2.3,2.9,0.7,0.4,0.5,0.4,1.0,6.5,,bateske01
285,Keita Bates-Diop,24,MIN,PF,37,0,17.5,2.4,5.6,.422,0.8,2.5,.330,1.5,3.0,.500,.498,1.2,1.8,.708,0.6,2.4,3.0,0.8,0.5,0.5,0.4,1.0,6.8,,bateske01
285,Keita Bates-Diop,24,DEN,SF,7,0,14.0,1.9,4.0,.464,0.4,1.3,.333,1.4,2.7,.526,.518,1.1,1.4,.800,0.6,1.9,2.4,0.0,0.3,0.6,0.4,1.0,5.3,,bateske01
286,T.J. McConnell,27,IND,PG,71,3,18.7,3.0,5.8,.516,0.1,0.2,.294,2.9,5.5,.525,.522,0.5,0.6,.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,,mccontj01
287,Allonzo Trier,24,NYK,SG,24,1,12.1,2.1,4.4,.481,0.8,2.2,.358,1.3,2.2,.604,.571,1.4,1.8,.791,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5,,trieral01
288,Sekou Doumbouya,19,DET,PF,38,19,19.8,2.4,6.2,.390,0.7,2.6,.286,1.7,3.6,.464,.449,0.8,1.2,.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4,,doumbse01
289,Cory Joseph,28,SAC,PG,72,26,24.4,2.4,5.7,.415,0.8,2.2,.352,1.6,3.5,.455,.483,0.8,1.0,.857,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.8,6.4,,josepco01
290,Kevin Knox,20,NYK,SF,65,4,17.9,2.2,6.2,.359,1.0,3.1,.327,1.2,3.1,.391,.440,1.0,1.6,.653,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4,,knoxke01
291,Trey Lyles,24,SAS,PF,63,53,20.2,2.4,5.4,.446,1.0,2.7,.387,1.4,2.8,.503,.541,0.5,0.7,.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4,,lylestr01
292,Kelan Martin,24,MIN,SF,31,4,16.0,2.3,5.8,.392,0.8,3.1,.260,1.5,2.7,.541,.461,1.0,1.0,.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,,martike03
293,C.J. Miles,32,WAS,SF,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,,milescj01
294,Lonnie Walker IV,21,SAS,SG,61,12,16.2,2.5,5.9,.426,0.7,1.7,.406,1.8,4.2,.434,.483,0.7,1.0,.721,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3,6.4,,walkelo01
295,Marco Belinelli,33,SAS,SG,57,0,15.5,2.2,5.5,.392,1.2,3.1,.376,1.0,2.4,.412,.498,0.8,1.0,.828,0.1,1.6,1.7,1.2,0.2,0.0,0.3,0.8,6.3,,belinma01
296,Frank Jackson,21,NOP,PG,59,2,13.5,2.3,5.6,.405,0.8,2.4,.326,1.5,3.2,.465,.476,0.9,1.3,.747,0.4,1.0,1.4,1.0,0.3,0.1,0.8,1.3,6.3,,jacksfr01
297,Abdel Nader,26,OKC,SF,55,6,15.8,2.2,4.8,.468,0.9,2.3,.375,1.4,2.5,.556,.559,0.9,1.2,.773,0.3,1.6,1.8,0.7,0.4,0.4,0.8,1.4,6.3,,naderab01
298,Frank Ntilikina,21,NYK,PG,57,26,20.8,2.3,5.8,.393,0.8,2.4,.321,1.5,3.4,.444,.459,0.9,1.0,.864,0.4,1.7,2.1,3.0,0.9,0.3,1.2,2.5,6.3,,ntilila01
299,Royce O'Neale,26,UTA,SF,71,62,28.9,2.2,5.1,.433,1.3,3.4,.377,0.9,1.7,.545,.559,0.6,0.8,.764,0.4,5.1,5.5,2.5,0.8,0.5,0.9,2.8,6.3,,onealro01
300,Caleb Martin,24,CHO,SF,18,1,17.6,2.1,4.7,.440,1.1,2.1,.541,0.9,2.6,.362,.560,0.9,1.2,.810,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,,martica02
301,Taj Gibson,34,NYK,C,62,56,16.5,2.7,4.6,.584,0.1,0.2,.286,2.6,4.4,.599,.591,0.7,0.9,.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0,6.1,,gibsota01
302,Brandon Goodwin,24,ATL,PG,34,1,12.6,2.2,5.6,.400,0.8,2.6,.299,1.5,3.0,.485,.468,0.8,0.9,.933,0.3,1.8,2.1,1.5,0.4,0.1,0.9,1.3,6.1,,goodwbr01
303,Willy Hernangómez,25,CHO,C,31,0,12.1,2.4,4.5,.532,0.2,0.7,.227,2.2,3.8,.590,.550,1.2,1.9,.627,1.4,2.9,4.3,0.9,0.3,0.2,1.0,1.0,6.1,,hernawi01
304,Meyers Leonard,27,MIA,C,51,49,20.3,2.3,4.6,.509,1.0,2.5,.414,1.3,2.1,.623,.622,0.4,0.5,.643,0.6,4.5,5.1,1.1,0.3,0.3,0.8,2.1,6.1,,leoname01
305,Juancho Hernangómez,24,2TM,PF,48,14,17.4,2.1,5.1,.405,0.9,2.7,.341,1.2,2.5,.475,.494,0.9,1.5,.620,0.9,3.2,4.1,0.8,0.4,0.2,0.7,1.3,6.0,,hernaju01
305,Juancho Hernangómez,24,DEN,PF,34,0,12.4,1.1,3.2,.345,0.4,1.8,.250,0.7,1.5,.460,.414,0.5,0.7,.640,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9,3.1,,hernaju01
305,Juancho Hernangómez,24,MIN,PF,14,14,29.4,4.4,9.8,.453,2.1,4.9,.420,2.4,4.9,.485,.558,2.0,3.3,.609,1.4,5.9,7.3,1.3,1.0,0.3,1.0,2.5,12.9,,hernaju01
306,Devontae Cacok,23,LAL,C,1,0,9.0,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,.500,0.0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,,cacokde01
307,Dusty Hannahs,26,MEM,SG,2,0,6.5,2.0,4.5,.444,1.0,1.5,.667,1.0,3.0,.333,.556,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,6.0,,hannadu01
308,Luke Kornet,24,CHI,C,36,14,15.5,2.3,5.2,.439,0.9,3.0,.287,1.4,2.2,.646,.521,0.6,0.8,.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0,,kornelu01
309,Eric Mika,25,SAC,C,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,,mikaer01
310,Mike Scott,31,PHI,PF,68,11,17.8,2.2,5.1,.426,1.2,3.2,.369,1.0,2.0,.519,.540,0.4,0.5,.811,1.0,2.7,3.6,0.8,0.3,0.1,0.4,1.4,6.0,,scottmi01
311,Marvin Williams,33,2TM,PF,58,1,19.5,2.1,4.6,.446,1.0,2.7,.359,1.1,1.9,.568,.551,0.8,1.0,.860,0.5,2.6,3.2,1.0,0.6,0.5,0.6,1.8,5.9,,willima02
311,Marvin Williams,33,CHO,PF,41,1,19.7,2.3,5.1,.448,1.1,2.9,.376,1.2,2.3,.538,.552,1.0,1.2,.860,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7,,willima02
311,Marvin Williams,33,MIL,PF,17,0,18.9,1.5,3.4,.439,0.7,2.3,.308,0.8,1.1,.722,.544,0.4,0.4,.857,0.9,3.5,4.4,1.1,0.6,0.5,0.5,1.9,4.0,,willima02
312,Wilson Chandler,32,BRK,PF,35,3,21.0,2.1,5.2,.404,1.1,3.5,.306,1.1,1.8,.597,.505,0.6,0.7,.870,0.3,3.8,4.1,1.1,0.5,0.3,1.0,2.3,5.9,,chandwi01
313,Georges Niang,26,UTA,PF,66,1,14.0,2.1,4.9,.438,1.4,3.4,.400,0.8,1.5,.526,.578,0.3,0.4,.833,0.2,1.7,1.9,0.7,0.3,0.1,0.5,1.1,5.9,,niangge01
314,Dewayne Dedmon,30,2TM,C,44,18,17.6,2.3,5.8,.400,0.5,2.4,.206,1.8,3.4,.541,.443,0.7,0.8,.833,1.4,4.3,5.7,0.5,0.6,0.9,1.3,3.0,5.8,,dedmode01
314,Dewayne Dedmon,30,SAC,C,34,10,15.9,2.0,5.0,.404,0.4,2.1,.197,1.6,2.9,.550,.444,0.7,0.8,.821,1.4,3.6,4.9,0.4,0.4,0.8,1.4,2.7,5.1,,dedmode01
314,Dewayne Dedmon,30,ATL,C,10,8,23.3,3.3,8.4,.393,0.8,3.6,.222,2.5,4.8,.521,.440,0.7,0.8,.875,1.4,6.8,8.2,0.7,1.0,1.5,1.0,4.0,8.1,,dedmode01
315,Maurice Harkless,26,2TM,PF,62,48,23.0,2.3,4.6,.502,0.5,1.6,.347,1.7,3.0,.584,.562,0.6,1.1,.591,0.9,3.0,3.9,1.1,0.9,0.5,0.9,2.4,5.8,,harklma01
315,Maurice Harkless,26,LAC,PF,50,38,22.8,2.2,4.3,.516,0.5,1.5,.370,1.7,2.9,.590,.578,0.5,0.8,.571,0.9,3.1,4.0,1.0,1.0,0.6,0.9,2.4,5.5,,harklma01
315,Maurice Harkless,26,NYK,SF,12,10,23.8,2.5,5.5,.455,0.6,2.1,.280,1.9,3.4,.561,.508,1.3,2.0,.625,0.7,2.7,3.3,1.7,0.8,0.3,0.6,2.3,6.8,,harklma01
316,Kyle Anderson,26,MEM,SF,67,28,19.9,2.3,4.9,.474,0.4,1.3,.282,2.0,3.7,.541,.511,0.8,1.2,.667,0.9,3.4,4.3,2.4,0.8,0.6,1.0,1.7,5.8,,anderky01
317,DeAndre' Bembry,25,ATL,SG,43,4,21.3,2.4,5.3,.456,0.3,1.5,.231,2.1,3.8,.546,.489,0.6,1.1,.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8,,bembrde01
318,PJ Dozier,23,DEN,SG,29,0,14.2,2.2,5.4,.414,0.6,1.7,.347,1.7,3.7,.444,.468,0.7,1.0,.724,0.3,1.6,1.9,2.2,0.5,0.2,0.9,1.6,5.8,,doziepj01
319,Wes Iwundu,25,ORL,SF,52,21,18.3,1.9,4.5,.416,0.5,1.6,.341,1.3,2.9,.457,.476,1.5,1.9,.804,0.5,2.1,2.5,1.2,0.5,0.3,0.5,1.5,5.8,,iwundwe01
320,Skal Labissière,23,POR,C,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,,labissk01
321,Anžejs Pasečņiks,24,WAS,C,27,0,16.2,2.3,4.3,.526,0.0,0.1,.000,2.3,4.2,.540,.526,1.3,2.1,.586,1.6,2.4,4.0,0.7,0.3,0.4,0.9,2.8,5.8,,pasecan01
322,Nickeil Alexander-Walker,21,NOP,SG,47,1,12.6,2.1,5.7,.368,1.0,2.8,.346,1.1,2.8,.391,.455,0.5,0.8,.676,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7,,alexani01
323,Dwayne Bacon,24,CHO,SG,39,11,17.6,2.2,6.3,.348,0.5,1.7,.284,1.7,4.5,.373,.387,0.9,1.4,.660,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7,,bacondw01
324,Bol Bol,20,DEN,PF,7,0,12.4,2.0,4.0,.500,0.6,1.3,.444,1.4,2.7,.526,.571,1.1,1.4,.800,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7,,bolbo01
325,Talen Horton-Tucker,19,LAL,SG,6,1,13.5,2.3,5.0,.467,0.7,2.2,.308,1.7,2.8,.588,.533,0.3,0.7,.500,0.3,0.8,1.2,1.0,1.3,0.2,1.0,1.7,5.7,,hortota01
326,Darius Bazley,19,OKC,PF,61,9,18.5,2.0,5.2,.394,0.8,2.3,.348,1.2,2.9,.432,.472,0.7,1.0,.694,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6,,bazleda01
327,Damian Jones,24,ATL,C,55,27,16.1,2.2,3.2,.680,0.0,0.2,.222,2.2,3.1,.704,.685,1.1,1.5,.738,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7,5.6,,jonesda03
328,Jalen McDaniels,22,CHO,SF,16,0,18.3,2.1,4.4,.471,0.6,1.5,.375,1.5,2.9,.522,.536,0.9,1.1,.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,,mcdanja01
329,Jakob Poeltl,24,SAS,C,66,18,17.7,2.5,4.0,.624,0.0,0.0,,2.5,4.0,.624,.624,0.6,1.3,.465,2.0,3.7,5.7,1.8,0.6,1.4,0.8,1.9,5.6,,poeltja01
330,John Henson,29,2TM,C,40,8,15.0,2.4,4.3,.556,0.2,0.9,.222,2.2,3.4,.644,.579,0.6,1.2,.500,1.2,2.9,4.1,1.4,0.6,1.1,0.9,2.0,5.5,,hensojo01
330,John Henson,29,CLE,C,29,2,14.2,2.1,4.1,.508,0.2,1.1,.194,1.9,3.1,.618,.533,0.6,1.1,.515,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5.0,,hensojo01
330,John Henson,29,DET,C,11,6,17.1,3.1,4.6,.667,0.2,0.5,.400,2.9,4.2,.696,.686,0.5,1.2,.462,1.3,3.1,4.4,1.0,0.7,0.9,1.4,2.1,6.9,,hensojo01
331,Solomon Hill,28,2TM,PF,59,4,18.4,1.9,4.7,.396,1.1,2.9,.368,0.8,1.8,.439,.509,0.7,0.9,.741,0.5,2.3,2.8,1.8,0.7,0.2,0.9,1.4,5.5,,hillso01
331,Solomon Hill,28,MEM,PF,48,3,18.8,2.0,4.9,.412,1.2,3.1,.381,0.8,1.8,.465,.532,0.5,0.8,.684,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,5.7,,hillso01
331,Solomon Hill,28,MIA,PF,11,1,17.0,1.3,4.1,.311,0.6,2.2,.292,0.6,1.9,.333,.389,1.3,1.5,.875,0.5,1.5,1.9,0.9,1.1,0.5,1.0,1.1,4.5,,hillso01
332,Alex Caruso,25,LAL,PG,64,2,18.4,1.9,4.5,.412,0.6,1.9,.333,1.3,2.7,.468,.481,1.1,1.5,.734,0.3,1.7,1.9,1.9,1.1,0.3,0.8,1.5,5.5,,carusal01
333,Justin Jackson,24,DAL,PF,65,3,16.1,2.1,5.2,.396,0.7,2.5,.294,1.3,2.7,.489,.466,0.6,0.8,.840,0.4,2.0,2.4,0.8,0.2,0.2,0.2,1.1,5.5,,jacksju01
334,Dennis Smith Jr.,22,NYK,PG,34,3,15.8,2.1,6.2,.341,0.5,1.6,.296,1.6,4.6,.357,.379,0.8,1.6,.509,0.6,1.7,2.3,2.9,0.8,0.2,1.7,1.9,5.5,,smithde03
335,Mo Bamba,21,ORL,C,62,0,14.2,2.1,4.6,.462,0.6,1.7,.346,1.5,2.9,.531,.526,0.5,0.7,.674,1.6,3.3,4.9,0.7,0.4,1.4,0.7,1.9,5.4,,bambamo01
336,Pat Connaughton,27,MIL,SG,67,4,18.6,2.0,4.5,.455,0.8,2.5,.331,1.2,2.0,.607,.547,0.5,0.6,.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1.0,5.4,,connapa01
337,Torrey Craig,29,DEN,SF,58,27,18.5,2.1,4.6,.461,0.8,2.4,.326,1.4,2.3,.603,.545,0.4,0.6,.611,1.1,2.2,3.3,0.8,0.4,0.6,0.4,2.3,5.4,,craigto01
338,Robin Lopez,31,MIL,C,66,5,14.5,2.2,4.5,.492,0.5,1.6,.333,1.7,2.9,.577,.550,0.4,0.8,.528,0.8,1.6,2.4,0.7,0.2,0.7,1.0,1.5,5.4,,lopezro01
339,Garrison Mathews,23,WAS,SG,18,0,12.6,1.3,3.1,.429,1.1,2.6,.413,0.3,0.6,.500,.598,1.7,1.9,.912,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4,,mathega01
340,Luka Šamanić,20,SAS,PF,3,1,16.0,1.7,5.3,.313,1.0,2.7,.375,0.7,2.7,.250,.406,1.0,1.3,.750,0.3,3.0,3.3,2.0,0.0,0.7,0.7,2.0,5.3,,samanlu01
341,Juan Toscano-Anderson,26,GSW,SG,13,6,20.9,2.2,4.8,.460,0.6,1.8,.348,1.6,3.1,.525,.524,0.2,0.4,.600,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3,,toscaju01
342,David Nwaba,27,BRK,SF,20,0,13.4,1.9,3.6,.521,0.6,1.4,.429,1.3,2.2,.581,.606,0.9,1.4,.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,,nwabada01
343,Robert Williams,22,BOS,C,29,1,13.4,2.2,3.0,.727,0.0,0.0,,2.2,3.0,.727,.727,0.8,1.2,.647,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8,5.2,,williro04
344,Jerome Robinson,22,2TM,SG,63,6,15.5,1.8,4.9,.371,0.8,2.4,.320,1.0,2.5,.420,.450,0.6,0.9,.702,0.2,1.8,2.0,1.4,0.4,0.3,0.8,1.8,5.1,,robinje01
344,Jerome Robinson,22,LAC,SG,42,1,11.3,1.1,3.2,.338,0.5,1.6,.284,0.6,1.6,.391,.408,0.3,0.5,.579,0.1,1.3,1.4,1.1,0.3,0.2,0.6,1.3,2.9,,robinje01
344,Jerome Robinson,22,WAS,SG,21,5,24.0,3.3,8.3,.397,1.4,4.1,.349,1.9,4.2,.443,.483,1.4,1.8,.763,0.4,2.9,3.3,2.0,0.7,0.4,1.1,2.7,9.4,,robinje01
345,Chris Chiozza,24,2TM,PG,28,2,14.3,2.0,5.0,.393,1.0,2.6,.375,1.0,2.4,.412,.489,0.2,0.2,1.000,0.3,1.6,1.9,3.0,0.8,0.1,1.1,1.3,5.1,,chiozch01
345,Chris Chiozza,24,WAS,PG,10,0,12.3,1.0,3.4,.294,0.7,1.6,.438,0.3,1.8,.167,.397,0.0,0.0,,0.0,1.5,1.5,2.8,1.0,0.2,0.9,1.2,2.7,,chiozch01
345,Chris Chiozza,24,BRK,PG,18,2,15.4,2.5,5.9,.425,1.1,3.1,.357,1.4,2.8,.500,.519,0.3,0.3,1.000,0.5,1.6,2.1,3.1,0.6,0.1,1.3,1.4,6.4,,chiozch01
346,Sterling Brown,24,MIL,SF,52,1,14.8,1.8,4.9,.371,0.8,2.6,.324,1.0,2.3,.425,.457,0.6,0.8,.800,0.6,2.9,3.5,1.0,0.6,0.1,0.8,1.0,5.1,,brownst02
347,Quinn Cook,26,LAL,PG,44,1,11.5,2.1,4.9,.425,0.7,1.9,.365,1.4,2.9,.465,.498,0.3,0.3,.786,0.3,0.9,1.2,1.1,0.3,0.0,0.8,0.6,5.1,,cookqu01
348,Wayne Ellington,32,NYK,SG,36,1,15.5,1.7,4.8,.351,1.4,4.0,.350,0.3,0.9,.355,.494,0.3,0.4,.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1,,ellinwa01
349,Daniel Gafford,21,CHI,C,43,7,14.2,2.2,3.1,.701,0.0,0.0,,2.2,3.1,.701,.701,0.7,1.4,.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,,gaffoda01
350,Raul Neto,27,PHI,PG,54,3,12.4,1.9,4.1,.455,0.6,1.6,.386,1.2,2.5,.500,.532,0.7,0.9,.830,0.2,0.9,1.1,1.8,0.4,0.1,0.9,0.9,5.1,,netora01
351,Kadeem Allen,27,NYK,PG,10,0,11.7,1.9,4.4,.432,0.5,1.6,.313,1.4,2.8,.500,.489,0.7,1.1,.636,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5.0,,allenka01
352,Isaac Bonga,20,WAS,SF,66,49,18.9,1.8,3.5,.504,0.4,1.1,.352,1.4,2.5,.571,.558,1.0,1.3,.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0,,bongais01
